mean,std,max,min,range,skewness,kurtosis,rms,crest_factor,variance,zero_crossings,dominant_freq,spectral_energy,spectral_centroid,spectral_bandwidth,spectral_flatness,event,event_str,label
-2.5437128817852256e-05,0.041412730470741,0.4268984779251071,-0.4145032737872202,0.8414017517123273,0.6835742552244103,33.635553520954765,0.0414127382829216,10.308385671303398,0.0017150142450422,914,425.0,6.66320756831162e-05,339.3558696882861,203.9940523772883,0.0009399363148558,squat F,squat F,1
0.0002041156004706,0.0171430894101356,0.057924570470916,-0.0557160456547671,0.1136406161256831,0.1884819566160259,0.2008996239287186,0.0171443045266426,3.378648015782731,0.0002938855145239,163,325.0,1.2394740122708295e-05,352.3455107011538,277.40851756928254,0.0028065293388843,normal,normal,0
1.7951151185810363e-05,0.0868994237235164,1.5241367683041684,-1.112171861969488,2.6363086302736565,1.5070673045409144,84.91299312172464,0.0868994255776359,17.53908910413343,0.0075515098434792,873,450.0,0.0002995720008596,357.32778825306,162.0839086265287,0.0002728611082492,squat G,squat G,1
-3.5976472093832745e-05,0.0121684561702157,0.0501473299952789,-0.0489797244995022,0.0991270544947812,0.011490158324124,0.1092848659873597,0.0121685093529571,4.121074203973241,0.0001480713255664,1068,450.0,5.732100697139864e-06,382.6499657241433,377.09740387319385,0.0057773369542323,normal,normal,0
1.895587025490963e-05,0.007875263015281,0.0575116601776472,-0.060413623615766,0.1179252837934132,0.0699903627018897,3.8955729510432366,0.0078752858287728,7.302802898597657,6.201976755985292e-05,1294,400.0,2.5102286909300026e-06,386.79458960604256,520.4575792614921,0.0112700725536739,squat H,squat H,1
-4.757471976294279e-05,0.0167338186362321,0.1303065057150629,-0.1530133314354838,0.2833198371505467,-0.5686702249306828,15.382959151085965,0.0167338862642325,7.786984066790458,0.0002800206861503,943,150.0,1.1750562018879834e-05,274.3908475779353,276.7574929429293,0.0026896760879338,crossing,crossing,1
2.314576817137721e-05,0.0165339831274848,0.1303065057150629,-0.1530133314354838,0.2833198371505467,-0.598482302221813,16.282133457407777,0.016533999328249,7.881124410863438,0.0002733725980599,1139,175.0,1.073170799786019e-05,282.5363530714334,287.1780848286612,0.002926526112792,squat I,squat I,1
-2.4974224538009783e-05,0.0044046226475009,0.0157452696763292,-0.0137691886791631,0.0295144583554923,0.0150280896261701,0.073961443293514,0.0044046934488985,3.5746573192889493,1.940070066687836e-05,486,425.0,7.651110177986564e-07,583.3696974186353,924.5792116983488,0.0344766919802621,normal,normal,0
-5.269826692321801e-06,0.0163384712221871,0.1902419358004871,-0.1873336227111445,0.3775755585116316,-0.3465931719094612,37.19148587424206,0.0163384720720546,11.643802123080825,0.0002669456418782,1456,375.0,1.0681296802667043e-05,362.23678482861067,279.0730568649089,0.0029328065103055,squat H,squat H,1
1.0844478243704768e-05,0.0305558977872333,0.2120490760441066,-0.2294978674134307,0.4415469434575374,-0.1214363990030877,11.613947493059976,0.0305558997116197,6.939709779302269,0.0009336628895838,929,150.0,3.406590748620096e-05,213.16617857548664,214.3055504469949,0.0010860210708835,crossing,crossing,1
2.724186778644476e-05,0.0275287182276798,0.2120490760441066,-0.2294978674134307,0.4415469434575374,-0.0893046939189455,14.308680925507556,0.0275287317066797,7.702827660333281,0.0007578303272589,1092,150.0,2.9977755368519746e-05,192.86505380583293,221.79894904421528,0.0012509434299885,squat I,squat I,1
3.507187839522064e-05,0.0090809350631823,0.0609875106249081,-0.0632063894509504,0.1241939000758586,0.0993503952887694,8.033608089419186,0.0090810027892512,6.715944487661195,8.246338162173553e-05,1467,425.0,3.277171573637785e-06,347.8383847703401,469.0943744016524,0.0087071505222812,squat J,squat J,1
-6.270938370567568e-06,0.0088958128663271,0.0905580970160327,-0.082784075898145,0.1733421729141777,-0.0262043715699304,19.19861266158256,0.0088958150766177,10.179853811716548,7.913548655271158e-05,2321,475.0,3.2555986273183976e-06,1504.2820833755848,2595.0107669169133,0.020152246779805,joint Y,joint Y,1
-4.724099945784397e-06,0.0087706577330586,0.0905580970160327,-0.082784075898145,0.1733421729141777,-0.0485429715713544,20.696123247439107,0.0087706590053188,10.32511889484182,7.692443707046117e-05,2637,475.0,2.715957118585079e-06,1256.5001612935312,2331.976574857629,0.0201315875736694,joint Z,joint Z,1
1.335257986680197e-05,0.0030021773224577,0.0229639868054784,-0.0176522047509792,0.0406161915564576,0.187397792999306,2.975989513613005,0.0030022070159915,7.649035087573373,9.013068675479864e-06,2869,400.0,3.629163217346705e-07,612.8662932355481,1265.139924476813,0.0611152639105679,squat K,squat K,1
